id,nama_ekspedisi,nomor_penjelajahan,banyak_siklus,total_jarak_tempuh,wilayah_eksplorasi,jenis_medan,orientasi_rute,total_jarak_tempuh_satu_siklus,banyak_titik_navigasi,radius_planet_penjelajahan,koordinat_X_lapangan,koordinat_Y_lapangan,koordinat_Z_lapangan,planet_eksplorasi,sektor_planet_eksplorasi,nama_penjelajah,umur_biometrik_penjelajah,planet_lahir,sektor_planet_lahir,planet_kewarganegaraan,sektor_kewarganegaraan,tim_penjelajah,planet_tim_penjelajah,sektor_tim_penjelajah,tim_mesin,planet_tim_mesin,cluster_tim_mesin,waktu_simulasi_alpha,siklus_simulasi_alpha,waktu_simulasi_beta,siklus_simulasi_beta,waktu_simulasi_gamma,siklus_simulasi_gamma,waktu_uji_lingkungan_A,waktu_uji_lingkungan_B,waktu_uji_lingkungan_C,total_siklus_uji,delay_peluncuran,offset_delay_peluncuran,urutan_awal_sebelum_delay,urutan_peluncuran_akhir,siklus_demonstrasi_lapangan,waktu_demonstrasi_lapangan,waktu_kalibrasi_lapangan_A,waktu_kalibrasi_lapangan_B,waktu_kalibrasi_lapangan_C,siklus_kalibrasi_lapangan,durasi_misi_diselesaikan,jumlah_isi_bensin_selama_misi,peringkat_durasi_misi_tercepat,penghargaan_misi
1943,Theseus Expedition,7,2100,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Nikola Tesla,2400.0,Solara,Central Celestial Belt,Solara,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,25:58.921,630,25:48.082,810,25:43.783,450,25:54.319,25:36.578,25:30.180,510,,,7.0,7.0,,,,,,,41d 19:44:03.990,2.0,6.0,Bronze
1944,Theseus Expedition,7,2100,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Leonhard Euler,1762.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,26:27.278,420,25:57.750,1200,25:50.565,570,25:57.710,25:39.081,25:37.203,720,,,8.0,8.0,,,,,,,41d 21:56:50.550,2.0,8.0,Bronze
1945,Theseus Expedition,7,2100,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Benjamin Franklin,2512.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,26:23.302,990,25:55.308,1140,26:01.383,690,25:46.669,25:38.253,25:37.607,600,,,9.0,9.0,,,,,,,41d 19:12:38.460,2.0,4.0,Bronze
1946,Theseus Expedition,7,2100,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Alfred Nobel,2531.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,26:25.966,450,25:47.013,930,25:44.591,660,25:54.380,25:38.879,25:38.253,510,,,10.0,10.0,,,,,,,42d 02:15:42.870,2.0,10.0,Bronze
1947,Theseus Expedition,7,2100,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Voltaire,1958.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Aurora Division,Astralis,Galactic East Sector,Lunaris Command,Titanis,Central Celestial Belt,26:29.095,900,26:08.488,1050,25:52.987,510,25:52.038,25:39.989,,630,,,11.0,11.0,,,,,,,41d 19:23:37.260,1.0,5.0,Bronze
1948,Theseus Expedition,7,2100,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Thomas More,1583.0,Nordwyn,Central Celestial Belt,Nordwyn,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,26:24.675,930,25:55.167,1260,25:53.976,570,25:42.936,25:40.191,,450,,,12.0,12.0,,,,,,,41d 22:09:14.130,2.0,9.0,Bronze
1949,Theseus Expedition,7,2070,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Alexander Hamilton,1780.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Aurora Division,Astralis,Galactic East Sector,Lunaris Command,Titanis,Central Celestial Belt,26:33.656,660,26:10.647,990,25:57.912,570,26:19.044,25:43.460,,570,,,13.0,13.0,,,,,,,,1.0,11.0,Merit
1950,Theseus Expedition,7,1770,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,David Hume,2056.0,Aurelia,Central Celestial Belt,Aurion,Central Celestial Belt,Seraphis Engineering,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,26:37.350,960,26:06.752,840,25:56.559,630,26:08.891,25:47.800,,570,,,14.0,14.0,,,,,,,,2.0,,Mission Incomplete
1951,Theseus Expedition,7,1410,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Baruch Spinoza,1470.0,Polaris Rim,Central Celestial Belt,Polaris Rim,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,26:38.056,630,26:29.075,270,25:50.484,630,25:52.866,25:48.325,,570,,,15.0,15.0,,,,,,,,2.0,,Mission Incomplete
1952,Theseus Expedition,7,2070,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Johannes Kepler,2294.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Ecliptica Consortium,Aurelia,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,26:36.664,720,26:13.574,1410,26:12.282,690,26:04.592,26:00.455,,480,,,16.0,16.0,,,,,,,,2.0,13.0,Merit
1953,Theseus Expedition,7,630,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Aristotle,2137.0,Velaris,Southern Spiral Arm,Velaris,Southern Spiral Arm,Seraphis Engineering,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,26:41.346,1110,26:11.636,810,25:58.638,630,26:20.921,,,300,,,17.0,17.0,,,,,,,,0.0,,Mission Incomplete
1954,Theseus Expedition,7,0,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,William Shakespeare,1690.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,27:11.702,780,26:28.288,1020,26:24.897,570,26:21.324,,,180,,,18.0,18.0,,,,,,,,0.0,,Mission Incomplete
1955,Theseus Expedition,7,0,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Niccolò Machiavelli,1815.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,26:58.704,450,30:59.431,90,26:24.755,750,26:21.546,,,150,,,19.0,19.0,,,,,,,,0.0,,Mission Incomplete
1956,Theseus Expedition,7,210,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Johannes Gutenberg,1736.0,Sirioth,Central Celestial Belt,Sirioth,Central Celestial Belt,Altaris Mechanica,Zephyra,Galactic East Sector,Helion Systems,Aurion,Central Celestial Belt,27:23.005,990,27:43.471,390,26:51.942,690,26:51.034,,,300,,,21.0,20.0,,,,,,,,0.0,,Mission Incomplete
1957,Theseus Expedition,7,690,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Socrates,2026.0,Nebiros,Galactic East Sector,Nebiros,Galactic East Sector,Altaris Mechanica,Zephyra,Galactic East Sector,Helion Systems,Aurion,Central Celestial Belt,,,26:59.592,1140,26:59.249,420,26:40.095,,,240,5,5.0,20.0,21.0,,,,,,,,0.0,,Mission Incomplete
1958,Theseus Expedition,7,1920,184841.10088787472,Nova Cascade Habitat,Urban Expanse,Prograde,88.01957185136891,260,14964.100981555888,2974.9152886526326,-10057.622502738368,10673.257553528516,Eos Prime,Northern Spiral Arm,Ralph Waldo Emerson,1669.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Ecliptica Consortium,Aurelia,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,26:50.711,450,26:21.163,1290,27:42.865,180,,,,,,,,,,,,,,,,3.0,14.0,Merit
1959,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Isaac Newton,2422.0,Altair,Southern Spiral Arm,Altair,Southern Spiral Arm,Andromeda Research Unit,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,27:00.740,378,26:32.845,546,26:18.841,294,26:27.672,26:03.889,25:53.047,266,,,1.0,1.0,,,,,,,19d 08:51:58.126,2.0,4.0,Bronze
1960,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Max Planck,1813.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Andromeda Research Unit,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,27:08.826,294,26:32.800,616,26:17.644,308,26:29.118,26:00.659,25:55.012,266,,,2.0,2.0,,,,,,,19d 08:03:33.378,2.0,3.0,Silver
1961,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Charles Darwin,2117.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,26:50.327,266,26:19.248,700,26:21.055,434,26:14.188,25:57.903,25:57.225,238,,,3.0,3.0,,,,,,,19d 07:20:29.258,2.0,1.0,Gold
1962,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Nikola Tesla,2403.0,Solara,Central Celestial Belt,Solara,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,26:57.352,322,26:31.693,560,26:22.297,238,26:30.225,26:09.309,26:04.928,350,,,4.0,4.0,,,,,,,19d 08:58:16.014,2.0,5.0,Bronze
1963,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Erwin Schrödinger,1824.0,Auralis,Southern Star Cluster,Auralis,Southern Star Cluster,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,27:19.125,392,26:41.857,504,26:29.931,266,26:29.999,26:12.901,26:09.016,308,,,5.0,5.0,,,,,,,19d 11:09:51.594,2.0,8.0,Bronze
1964,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Thomas More,1586.0,Nordwyn,Central Celestial Belt,Nordwyn,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,27:13.320,504,26:42.218,630,26:31.219,322,26:22.907,26:09.174,26:10.122,406,,,6.0,6.0,,,,,,,19d 10:09:17.964,2.0,7.0,Bronze
1965,Theseus Expedition,8,336,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Baruch Spinoza,1472.0,Polaris Rim,Central Celestial Belt,Polaris Rim,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,27:14.653,490,26:49.559,630,26:19.428,350,26:13.804,26:09.558,26:12.472,294,,,7.0,7.0,,,,,,,,1.0,,Mission Incomplete
1966,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Alfred Nobel,2533.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,27:14.495,294,26:43.077,630,26:32.099,308,26:27.514,26:13.330,26:39.034,322,,,8.0,8.0,,,,,,,19d 11:32:17.092,2.0,10.0,Bronze
1967,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Albert Einstein,2152.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,26:53.489,448,26:10.732,518,26:18.773,350,26:10.100,26:00.568,,210,,,9.0,9.0,,,,,,,19d 07:30:40.190,2.0,2.0,Silver
1968,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Voltaire,1961.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Aurora Division,Astralis,Galactic East Sector,Lunaris Command,Titanis,Central Celestial Belt,27:07.877,280,27:04.783,546,26:36.504,308,26:29.863,26:12.584,,322,,,10.0,10.0,,,,,,,19d 11:13:06.068,2.0,9.0,Bronze
1969,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Benjamin Franklin,2515.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,27:02.614,462,26:39.440,616,27:56.777,56,26:26.769,26:16.108,,308,,,12.0,11.0,,,,,,,19d 11:49:05.498,2.0,11.0,Merit
1970,Theseus Expedition,8,476,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Leonardo da Vinci,1970.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,27:28.567,350,26:39.305,546,26:33.771,294,26:35.307,26:16.582,,210,,,13.0,12.0,,,,,,,,2.0,,Mission Incomplete
1971,Theseus Expedition,8,980,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Aristotle,2139.0,Velaris,Southern Spiral Arm,Velaris,Southern Spiral Arm,Seraphis Engineering,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,27:43.338,378,27:00.943,420,26:38.604,364,26:39.621,26:19.699,,252,,,14.0,13.0,,,,,,,,2.0,12.0,Merit
1972,Theseus Expedition,8,826,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Leonhard Euler,1765.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,27:14.472,420,26:43.031,546,26:44.635,308,26:24.714,26:22.726,,266,,,15.0,14.0,,,,,,,,2.0,,Mission Incomplete
1973,Theseus Expedition,8,994,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Alexander Hamilton,1783.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Aurora Division,Astralis,Galactic East Sector,Lunaris Command,Titanis,Central Celestial Belt,27:06.454,462,26:50.350,504,26:48.972,252,26:23.878,26:15.521,,252,5,5.0,11.0,15.0,,,,,,,19d 09:50:55.954,2.0,6.0,Bronze
1974,Theseus Expedition,8,980,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Johannes Kepler,2297.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Ecliptica Consortium,Aurelia,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,28:07.032,126,27:01.869,588,26:50.304,336,26:39.711,,,140,,,17.0,16.0,,,,,,,,2.0,13.0,Merit
1975,Theseus Expedition,8,966,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Ralph Waldo Emerson,1671.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Ecliptica Consortium,Aurelia,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,27:28.476,406,26:54.754,588,26:56.267,322,26:51.547,,,140,,,18.0,17.0,,,,,,,,3.0,19.0,Merit
1976,Theseus Expedition,8,966,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Niccolò Machiavelli,1818.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,27:45.507,364,27:12.552,504,27:02.818,294,26:52.970,,,126,,,19.0,18.0,,,,,,,,1.0,15.0,Merit
1977,Theseus Expedition,8,966,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Socrates,2029.0,Nebiros,Galactic East Sector,Nebiros,Galactic East Sector,Altaris Mechanica,Zephyra,Galactic East Sector,Helion Systems,Aurion,Central Celestial Belt,28:05.225,336,27:27.415,336,27:13.479,322,26:58.865,,,140,,,20.0,19.0,,,,,,,,1.0,16.0,Merit
1978,Theseus Expedition,8,966,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,Johannes Gutenberg,1739.0,Sirioth,Central Celestial Belt,Sirioth,Central Celestial Belt,Altaris Mechanica,Zephyra,Galactic East Sector,Helion Systems,Aurion,Central Celestial Belt,29:10.501,112,27:42.299,672,27:26.398,378,27:21.452,,,154,,,22.0,20.0,,,,,,,,2.0,18.0,Merit
1979,Theseus Expedition,8,966,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,William Shakespeare,1693.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Oblivion Robotics,Andros,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,27:48.194,392,27:11.423,602,27:26.918,196,27:01.169,,,140,3,3.0,21.0,21.0,,,,,,,,1.0,17.0,Merit
1980,Theseus Expedition,8,980,97124.33147792521,Crimson Expanse Alpha,Planetary Surface,Prograde,97.71059504821449,220,23608.48028596605,15505.15802426149,4086.427886059621,17327.76740343549,Crimson Verge,Central Celestial Belt,David Hume,2059.0,Aurelia,Central Celestial Belt,Aurion,Central Celestial Belt,Seraphis Engineering,Andros,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,27:32.632,392,27:12.168,644,26:45.990,308,26:31.490,26:35.578,,294,,,16.0,,,,,,,,,2.0,14.0,Merit
1981,Theseus Expedition,9,700,297023.1024508089,Andros Orbit Array,Planetary Surface,Prograde,228.57929791020393,684,76404.91249089724,46949.51424708073,-833.3954354683525,60272.3752373587,Andros,Central Celestial Belt,Charles Darwin,2120.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:01:42.588,625,1:01:15.893,875,,100,1:04:54.888,1:01:33.082,1:01:55.858,525,,,1.0,1.0,,,,,,,,1.0,,Mission Incomplete
1982,Theseus Expedition,9,1300,297023.1024508089,Andros Orbit Array,Planetary Surface,Prograde,228.57929791020393,684,76404.91249089724,46949.51424708073,-833.3954354683525,60272.3752373587,Andros,Central Celestial Belt,Leonardo da Vinci,1973.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:02:40.674,500,1:01:50.465,675,1:12:46.015,150,1:07:57.488,1:02:20.847,1:02:58.717,475,,,2.0,2.0,,,,,,,99d 12:58:18.975,2.0,5.0,Bronze
1983,Theseus Expedition,9,1300,297023.1024508089,Andros Orbit Array,Planetary Surface,Prograde,228.57929791020393,684,76404.91249089724,46949.51424708073,-833.3954354683525,60272.3752373587,Andros,Central Celestial Belt,Benjamin Franklin,2517.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:02:42.304,625,1:02:13.785,850,1:13:44.955,150,1:07:31.840,1:02:27.404,1:03:30.301,600,,,3.0,3.0,,,,,,,99d 11:13:38.975,1.0,4.0,Bronze
1984,Theseus Expedition,9,1300,297023.1024508089,Andros Orbit Array,Planetary Surface,Prograde,228.57929791020393,684,76404.91249089724,46949.51424708073,-833.3954354683525,60272.3752373587,Andros,Central Celestial Belt,Voltaire,1964.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Aurora Division,Astralis,Galactic East Sector,Lunaris Command,Titanis,Central Celestial Belt,,,1:03:01.161,675,1:14:48.861,150,1:05:29.460,1:02:48.085,1:03:35.307,475,,,4.0,4.0,,,,,,,99d 22:21:23.400,1.0,8.0,Bronze
1985,Theseus Expedition,9,1300,297023.1024508089,Andros Orbit Array,Planetary Surface,Prograde,228.57929791020393,684,76404.91249089724,46949.51424708073,-833.3954354683525,60272.3752373587,Andros,Central Celestial Belt,Thomas More,1589.0,Nordwyn,Central Celestial Belt,Nordwyn,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:02:52.703,750,1:02:16.540,875,1:13:39.911,125,1:06:17.419,1:02:58.096,1:03:38.721,575,,,5.0,5.0,,,,,,,99d 15:18:57.325,1.0,7.0,Bronze
1986,Theseus Expedition,9,1300,297023.1024508089,Andros Orbit Array,Planetary Surface,Prograde,228.57929791020393,684,76404.91249089724,46949.51424708073,-833.3954354683525,60272.3752373587,Andros,Central Celestial Belt,Albert Einstein,2154.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:02:10.952,550,1:01:07.046,350,,125,1:05:21.196,1:01:21.092,1:04:10.344,475,,,6.0,6.0,,,,,,,98d 22:27:28.950,2.0,1.0,Gold
1987,Theseus Expedition,9,1275,297023.1024508089,Andros Orbit Array,Planetary Surface,Prograde,228.57929791020393,684,76404.91249089724,46949.51424708073,-833.3954354683525,60272.3752373587,Andros,Central Celestial Belt,Alexander Hamilton,1785.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Aurora Division,Astralis,Galactic East Sector,Lunaris Command,Titanis,Central Celestial Belt,1:03:11.676,550,1:02:52.897,925,1:15:36.587,175,1:06:03.412,1:02:57.320,1:04:57.876,500,,,7.0,7.0,,,,,,,,1.0,11.0,Merit
1988,Theseus Expedition,9,1300,297023.1024508089,Andros Orbit Array,Planetary Surface,Prograde,228.57929791020393,684,76404.91249089724,46949.51424708073,-833.3954354683525,60272.3752373587,Andros,Central Celestial Belt,Erwin Schrödinger,1827.0,Auralis,Southern Star Cluster,Auralis,Southern Star Cluster,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:02:29.111,525,1:01:45.964,275,1:12:50.245,150,1:07:42.899,1:03:28.982,1:05:03.657,450,,,8.0,8.0,,,,,,,99d 10:59:10.775,1.0,3.0,Silver
1989,Theseus Expedition,9,1300,297023.1024508089,Andros Orbit Array,Planetary Surface,Prograde,228.57929791020393,684,76404.91249089724,46949.51424708073,-833.3954354683525,60272.3752373587,Andros,Central Celestial Belt,Baruch Spinoza,1475.0,Polaris Rim,Central Celestial Belt,Polaris Rim,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:02:50.530,725,1:02:35.126,775,1:13:29.939,375,1:05:20.187,1:02:36.484,1:05:07.576,525,,,9.0,9.0,,,,,,,99d 22:31:51.975,2.0,9.0,Bronze
